,Magid,Patent,Paper Title,1. Assignee-Affiliation overlap,2. Patenting with different org name (if found),3. Author-inventor name overlap,4. Temporal overlap w/ application year,"5. (If no overlap with application year)
Temporal overlap w/ priority application year",6. Content overlap,"Patent-paper pair
(Confidence level 0 to 5)",Note,Incomplete paper title (1/0),No patent ID in Google (1/0),Document type (only if it is not an research article),"Coverage
(2- full, 1- partial, 0- not a PPP)"
829,2041546585,US-7501301,sensitivity of cell based biosensors to environmental variables,1,,4,1,,1,3,"1) All the information matched.
2) Although Both the paper and the patent were about cell-based biosensors, the paper was about how environmental variables impact their sensitivity while the patent was about the whole manufacturing method. Therefore, it is deemed as a partial ppp.",0,0,,1
830,2041995423,US-6936281,human bone marrow stromal cell coexpression of markers specific for multiple mesenchymal cell lineages,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about human mesenchymal progenitor cell cultured from Dexter.
3) Similar titles and abstracts",0,0,,2
831,2042227426,US-4810474,chemistry of a flue gas combined nox and so2 scrubber employing ferrous cysteine additives,1,,1,1,,1,3,"1) All the information matched.
2) The paper described one of the ways to get rid of NO in gas as patented by the inventor. Therefore, it is deemed as a partial ppp.",0,0,,1
832,2042283096,US-5027306,the implementation of recursive digital filters for high fidelity audio,1,,1,1,,1,1,"1) All the information matched.
2) Although Both the paper and the patent were about audio filters, the paper was about IIR filter while the patent was about FIR filter. No strong link could be found.",0,0,,0
833,2042309076,US-5599928,the binding and photosensitization effects of tetrabenzoporphyrins and texaphyrin in bacterial cells,1,,3,1,,1,1,"1) All the information matched.
2) Although Both the paper and the patent were about exaphyrin, the paper was about ow when it is combined with TBP while the patent was about metal complexes. No clear link could be found.",0,0,,0
834,2042309076,US-5798491,the binding and photosensitization effects of tetrabenzoporphyrins and texaphyrin in bacterial cells,1,,1,1,,1,1,"1) All the information matched.
2) Although Both the paper and the patent were about exaphyrin, the paper was about ow when it is combined with TBP while the patent was about chemical cleavage using metal complexes. No clear link could be found.",0,0,,0
835,2042430782,US-6261558,in vitro evolution of a neutralizing human antibody to human immunodeficiency virus type 1 to enhance affinity and broaden strain cross reactivity,1,,3,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about a neutralizing monoclonal antibody for human immunodeficiency virus.
3) Similar titles and abstracts.",0,0,,2
836,2042441241,US-7398022,improved optical transmitters for pulsed phase and intensity modulation,0,0,2,1,,1,1,"1) The patent was owned individually.
2) Other information matched.
3) Although Both the paper and the patent were about optical transmitters, the paper was about dark pulse and light pulse transmitters while the patent was about return-to-zero phase-shift keying transmitters. No clear link could be found.",0,0,,0
837,2042650615,US-5497435,random affine iterated function systems curve generation and wavelets,0,0,2,1,,1,3,"1) No trace can be found about this author. Other information matched.
2) The paper proposed a random affine iterated function system, which was adopted by the inventor to encode and deeconde optical signals. Therefore, it is deemed as a partial ppp.",0,0,,1
838,2042730456,US-7361222,in situ etching of 4h sic in h 2 with addition of hcl for epitaxial cvd growth,0,0,3,1,,0,0,"1) No evidence can be found about the author being affiliated with the assignee. Only information found is that he collaborated with that company.
2) Other information matched.
3) The paper was about in situ etching while the patent was about single crystal deposition. No clear link could be found.",0,0,,0
839,2042843908,US-9665937,3d self portraits,1,,2,1,,2,5,"1) All the information matched.
2) Both the paper and the patent were about non-rigid alignment of three-dimensional scans.",0,0,,2
840,2043474702,CN-102625655-A,heritable targeted gene disruption in zebrafish using designed zinc finger nucleases,1,,1,1,,1,2,"1) All the information matched.
2) Although Both the paper and the patent were about ZFN gene editting, the paper was about zebrafish while the patent was about rats. No clear link could be found.",0,0,,0
841,2043524166,US-6822000,optimization of a novel bioerodible device based on auto catalyzed poly ortho esters for controlled delivery of tetracycline to periodontal pocket,1,,1,1,,1,1,"1) All the information matched.
2) Although Both the paper and the patent were about bioerodible polyesters, the paper was about tetracycline  while the patent was about diketene acetals. No strong link could be found.",0,0,,0
842,2043577659,US-6054253,overview of sol gel guest host materials chemistry for optical devices,0,0,1,1,,1,1,1) The paper was an overall literature review of solgel materials. No techwas developed.,0,0,Literature review,0
843,2043648949,US-6566130,molecular pathology of early cancer,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
844,2043719565,US-6674754,pseudo isochronous cell forwarding,1,,2,1,,1,1,"1) All the information matched.
2) Although Both the paper and the patent were about switching method, the paper was about peusdo isochronous cell forwarding while the patent was about WDM combined with TDM. No strong link could be found.",0,0,,0
845,2043851522,US-9676865,2 safety and early evidence of activity of a first in human phase i study of the novel cancer stem cell csc targeting antibody omp 52m51 anti notch1 administered intravenously to patients with certain advanced solid tumors,,,,,,,,No detailed information can be found about the paper abstract online.,,,,
846,2044195942,US-8370363,semi supervised hashing for scalable image retrieval,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
847,2044275481,WO-2014132141-A3,transfer of auxinic herbicide resistance from brassica kaber to brassica juncea and brassica rapa through embryo rescue,1,,5,1,,2,5,"1) All the information matched.
2) Both the paper and the patent were about how to increase the herbicide resistance in plants.",0,0,,2
848,2044600321,US-9181307,the cap snatching endonuclease of influenza virus polymerase resides in the pa subunit,1,,1,1,,1,2,"1) All the information matched.
2) Both the paper and the patent were about endonuclease activity in the PA subunits. However, the paper was about influenza virus while the patent about H1N1. No strong link could be found.",0,0,,0
849,2044779183,US-9574002,the fgfr d3 domain determines receptor selectivity for fibroblast growth factor 21,1,,1,1,,1,3,"1) All the information matched.
2) The paper was about FGFD 3, which is one of the three materials for making the composition patented by the inventor. Therefore, it is deemed as a partial ppp.",0,0,,1
850,2045036506,US-9539214,pharmacodynamic evaluation of clopidogrel plus pa32540 the spaced pa32540 with clopidogrel interaction gauging spacing study,1,,2,1,,0,0,"1) All the information matched.
2) The paper was about the pharmacodynamic evaluation of a medicine while the patent was about a drug delivery method. No link could be found.",0,0,,0
851,2045133097,US-7575602,effect of malalignment and friction on contact pressure in the polyethylene component in the total knee replacement,1,,1,1,,1,3,"1) All the information matched.
2) Although Both the paper and the patent were about knee joint replacement, the paper was about how malallignment hurt the artificial joint, while the patent was about how to allign joints. No direct link could be found.",0,0,,1
852,2045494897,US-4615582,single mode fibre fractional wave devices and polarisation controllers,1,,1,1,,0,0,"1) All the information matched.
2) The paper was about a polarization controller while the patent was about a rotator. No clear link could be found.",0,0,,0
853,2045607687,US-9389330,on selection of primary modes for generation of strong internally resonant second harmonics in plate,0,0,1,1,,0,0,"1) Other information matched.
2) The paper was about generation of strong internally resonant second harmonics in plate while the patent was about earth formation measurement. No link could be found.",0,0,,0
854,2045695054,US-5377053,video signal processing in hd vcr for baseband muse analog recording,1,,3,1,,1,1,"1) All the information matched.
2) Although Both the paper and the patent were about video signals, the paper was about video signal processing while the patent was about a magnetic reproduction apparatus. No clear link could be found.",0,0,,0
855,2045712842,US-8980843,leptin based glycopeptide induces weight loss and simultaneously restores fertility in animal models,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about leptin and ObR for weight loss.
3) Similar titles and abstracts.",0,0,,2
856,2045893698,US-6391594,generation of polyketide libraries via combinatorial biosynthesis,1,,1,1,,2,4,"1) All the information matched.
2) Both the paper and the patent were about combinatorial libraries of polyketides.",0,0,,2
857,2046205928,US-8131094,reduction of pulmonary edema after sah with a pulmonary artery catheter guided hemodynamic management protocol,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
